"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2009-01",96.93554,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2009-02",97.07934,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2009-03",97.47465,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2009-04",97.90689,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2009-05",98.24855,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2009-06",98.58806,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2009-07",98.88819,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2009-08",99.20775,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2009-09",99.64897,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2009-10",99.92248,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2009-11",100.0119,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2009-12",100.0324,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2010-01",100.1413,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2010-02",100.2206,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2010-03",100.1637,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2010-04",99.99483,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2010-05",99.76062,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2010-06",99.55029,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2010-07",99.36691,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2010-08",99.23861,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2010-09",99.00588,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2010-10",98.79644,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2010-11",98.59775,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2010-12",98.40044,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2011-01",98.13291,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2011-02",97.97417,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2011-03",97.87862,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2011-04",97.89986,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2011-05",98.13767,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2011-06",98.15558,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2011-07",97.96447,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2011-08",97.67459,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2011-09",97.42252,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2011-10",97.26498,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2011-11",97.28225,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2011-12",97.40572,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2012-01",97.59862,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2012-02",97.64998,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2012-03",97.55952,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2012-04",97.46976,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2012-05",97.47585,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2012-06",97.58324,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2012-07",97.75127,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2012-08",97.81861,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2012-09",97.7975,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2012-10",97.85588,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2012-11",98.05794,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2012-12",98.10761,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2013-01",98.10392,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2013-02",98.07859,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2013-03",98.14836,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2013-04",98.27615,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2013-05",98.49846,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2013-06",98.86356,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2013-07",99.37424,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2013-08",99.70526,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2013-09",99.83155,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2013-10",99.81273,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2013-11",99.79885,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2013-12",99.9667,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-01",100.2696,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-02",100.5006,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-03",100.7159,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-04",100.8882,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-05",100.9887,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-06",101.0457,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-07",101.0442,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-08",101.0339,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-09",100.9327,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-10",100.8835,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-11",100.8602,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-12",100.9481,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-01",101.136,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-02",101.311,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-03",101.4338,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-04",101.4294,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-05",101.3449,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-06",101.4368,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-07",101.4959,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-08",101.4817,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-09",101.4305,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-10",101.42,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-11",101.4552,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-12",101.5781,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-01",101.585,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-02",101.465,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-03",101.3265,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-04",101.1873,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-05",101.0311,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-06",100.7644,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-07",100.4059,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-08",100.4031,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-09",100.637,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-10",100.7386,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-11",100.6803,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-12",100.6246,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-01",100.5537,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-02",100.4898,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-03",100.4669,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-04",100.4465,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-05",100.39,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-06",100.2788,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-07",100.2371,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-08",100.1973,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-09",100.1892,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-10",100.2153,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-11",100.225,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-12",100.2377,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-01",100.2835,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-02",100.3574,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-03",100.423,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-04",100.4539,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-05",100.5337,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-06",100.5605,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-07",100.6129,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-08",100.5605,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-09",100.4399,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-10",100.3096,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-11",100.1394,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-12",99.94045,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-01",99.75427,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-02",99.66985,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-03",99.66329,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-04",99.76484,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-05",99.91676,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-06",99.97093,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-07",99.99899,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-08",99.87513,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-09",99.84216,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-10",99.89268,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-11",100.0661,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-12",100.2661,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2020-01",100.3842,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2020-02",100.3807,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2020-03",100.2651,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2007-08",102.4657,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2007-09",102.4452,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2007-10",102.5356,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2007-11",102.6487,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2007-12",102.6514,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2008-01",102.4201,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2008-02",102.0058,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2008-03",101.4464,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2008-04",100.7614,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2008-05",100.0921,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2008-06",99.63159,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2008-07",99.53944,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2008-08",99.64722,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2008-09",99.76041,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2008-10",99.76023,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2008-11",99.7002,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2008-12",99.68043,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2009-01",99.78192,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2009-02",99.96049,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2009-03",100.155,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2009-04",100.3184,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2009-05",100.4328,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2009-06",100.4723,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2009-07",100.4136,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2009-08",100.3233,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2009-09",100.2899,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2009-10",100.389,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2009-11",100.5902,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2009-12",100.8683,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2010-01",101.2114,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2010-02",101.5529,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2010-03",101.8051,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2010-04",101.8958,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2010-05",101.8929,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2010-06",101.8724,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2010-07",101.8787,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2010-08",101.9036,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2010-09",101.9219,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2010-10",101.9083,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2010-11",101.8613,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2010-12",101.7744,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2011-01",101.6416,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2011-02",101.5019,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2011-03",101.4051,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2011-04",101.383,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2011-05",101.3787,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2011-06",101.311,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2011-07",101.12,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2011-08",100.8774,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2011-09",100.6835,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2011-10",100.6164,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2011-11",100.6324,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2011-12",100.6749,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2012-01",100.7007,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2012-02",100.679,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2012-03",100.5656,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2012-04",100.3252,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2012-05",100.044,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2012-06",99.83537,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2012-07",99.78484,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2012-08",99.82379,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2012-09",99.8637,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2012-10",99.84102,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2012-11",99.76115,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2012-12",99.63732,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2013-01",99.4865,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2013-02",99.36938,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2013-03",99.37354,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2013-04",99.5627,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2013-05",99.80492,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2013-06",99.91889,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2013-07",99.76719,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2013-08",99.47775,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2013-09",99.21817,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2013-10",99.10781,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2013-11",99.09985,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2013-12",99.1337,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2014-01",99.1848,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2014-02",99.27275,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2014-03",99.45216,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2014-04",99.76659,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2014-05",100.1111,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2014-06",100.3372,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2014-07",100.3275,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2014-08",100.1893,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2014-09",100.0544,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2014-10",100.0074,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2014-11",100.0117,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2014-12",99.99728,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2015-01",99.89937,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2015-02",99.71426,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2015-03",99.4296,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2015-04",99.04179,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2015-05",98.6729,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2015-06",98.49716,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2015-07",98.64865,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2015-08",98.93571,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2015-09",99.1088,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2015-10",98.99278,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2015-11",98.73321,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2015-12",98.53487,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2016-01",98.54402,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2016-02",98.66927,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2016-03",98.78215,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2016-04",98.80146,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2016-05",98.79012,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2016-06",98.85198,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2016-07",99.05927,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2016-08",99.30688,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2016-09",99.44056,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2016-10",99.34476,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2016-11",99.14446,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2016-12",99.00735,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2017-01",99.05069,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2017-02",99.18478,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2017-03",99.2794,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2017-04",99.2393,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2017-05",99.11932,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2017-06",98.99665,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2017-07",98.92323,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2017-08",98.88055,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2017-09",98.85314,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2017-10",98.87122,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2017-11",99.03809,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2017-12",99.55408,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2018-01",100.5915,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2018-02",101.8206,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2018-03",102.798,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2018-04",103.1634,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2018-05",103.0876,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2018-06",102.7398,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2018-07",102.1953,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2018-08",101.6155,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2018-09",101.1641,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2018-10",100.957,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2018-11",100.8851,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2018-12",100.8217,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2019-01",100.6939,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2019-02",100.546,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2019-03",100.4581,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2019-04",100.4839,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2019-05",100.5293,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2019-06",100.4519,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2019-07",100.1419,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2019-08",99.72488,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2019-09",99.36881,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2019-10",99.19787,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2019-11",99.14525,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2019-12",99.12413,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2020-01",99.08031,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2020-02",99.01329,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2020-03",98.93626,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-08",99.78449,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-09",99.53554,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-10",99.24814,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-11",98.96923,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-12",98.80513,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-01",98.64739,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-02",98.26778,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-03",97.81011,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-04",97.29424,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-05",96.92384,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-06",96.80737,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-07",97.00571,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-08",97.257,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-09",97.33126,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-10",96.9866,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-11",96.73602,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-12",96.72873,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-01",96.73576,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-02",96.71034,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-03",96.90752,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-04",97.34512,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-05",97.72164,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-06",97.87753,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-07",97.83337,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-08",97.87604,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-09",98.0497,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-10",98.07864,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-11",98.09234,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-12",98.26237,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-01",98.41998,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-02",98.4737,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-03",98.47068,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-04",98.45077,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-05",98.44953,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-06",98.35686,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-07",98.07954,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-08",97.91039,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-09",97.86086,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-10",97.95683,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-11",98.20752,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-12",98.4519,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-01",98.55739,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-02",98.5096,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-03",98.27229,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-04",98.21539,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-05",98.20009,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-06",97.90076,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-07",97.33874,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-08",96.85902,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-09",96.79358,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-10",97.01926,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-11",97.44959,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-12",97.9819,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-01",98.43569,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-02",98.68868,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-03",98.81061,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-04",98.84477,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-05",98.78989,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-06",98.58892,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-07",98.5181,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-08",98.68509,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-09",98.99599,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-10",99.21896,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-11",99.13404,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-12",98.80576,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-01",98.67955,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-02",98.78079,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-03",98.94478,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-04",99.15332,
